state_fips,state_name,cohort,cohort_mean,
35,NM,1940,0.894999980926514,
35,NM,1950,0.800999999046326,
35,NM,1960,0.573000013828278,
35,NM,1970,0.606000006198883,
35,NM,1980,0.50900000333786,
36,NY,1940,0.899999976158142,
36,NY,1950,0.776000022888184,
36,NY,1960,0.657999992370605,
36,NY,1970,0.642000019550323,
36,NY,1980,0.546999990940094,
37,NC,1940,0.927999973297119,
37,NC,1950,0.834999978542328,
37,NC,1960,0.689999997615814,
37,NC,1970,0.649999976158142,
37,NC,1980,0.497999995946884,
38,ND,1940,0.936999976634979,
38,ND,1950,0.842000007629395,
38,ND,1960,0.736000001430511,
38,ND,1980,0.593999981880188,
39,OH,1940,0.930000007152557,
39,OH,1950,0.779999971389771,
39,OH,1960,0.580999970436096,
39,OH,1970,0.579999983310699,
39,OH,1980,0.479000002145767,
40,OK,1940,0.938000023365021,
40,OK,1950,0.816999971866608,
40,OK,1960,0.648999989032745,
40,OK,1970,0.570999979972839,
40,OK,1980,0.512000024318695,
41,OR,1940,0.920000016689301,
41,OR,1950,0.764999985694885,
41,OR,1960,0.554000020027161,
41,OR,1970,0.601999998092651,
41,OR,1980,0.476999998092651,
42,PA,1940,0.925999999046326,
42,PA,1950,0.814999997615814,
42,PA,1960,0.658999979496002,
42,PA,1970,0.649999976158142,
42,PA,1980,0.538999974727631,
44,RI,1940,0.907999992370605,
44,RI,1950,0.800999999046326,
44,RI,1960,0.704999983310699,
44,RI,1970,0.667999982833862,
44,RI,1980,0.544000029563904,
45,SC,1940,0.91100001335144,
45,SC,1950,0.828000009059906,
45,SC,1960,0.674000024795532,
45,SC,1970,0.633000016212463,
45,SC,1980,0.493999987840652,
46,SD,1940,0.929000020027161,
46,SD,1950,0.813000023365021,
46,SD,1960,0.759999990463257,
46,SD,1980,0.623000025749207,
47,TN,1940,0.922999978065491,
47,TN,1950,0.814999997615814,
47,TN,1960,0.621999979019165,
47,TN,1970,0.646000027656555,
47,TN,1980,0.495999991893768,
48,TX,1940,0.912999987602234,
48,TX,1950,0.805000007152557,
48,TX,1960,0.612999975681305,
48,TX,1970,0.587999999523163,
48,TX,1980,0.504999995231628,
49,UT,1940,0.936999976634979,
49,UT,1950,0.782999992370605,
49,UT,1960,0.64300000667572,
49,UT,1970,0.611000001430511,
49,UT,1980,0.531000018119812,
50,VT,1940,0.917999982833862,
50,VT,1950,0.814999997615814,
50,VT,1960,0.737999975681305,
50,VT,1980,0.474000006914139,
51,VA,1940,0.906000018119812,
51,VA,1950,0.820999979972839,
51,VA,1960,0.652999997138977,
51,VA,1970,0.598999977111816,
51,VA,1980,0.479000002145767,
53,WA,1940,0.919000029563904,
53,WA,1950,0.767000019550323,
53,WA,1960,0.593999981880188,
53,WA,1970,0.574999988079071,
53,WA,1980,0.458000004291534,
54,WV,1940,0.930000007152557,
54,WV,1950,0.824000000953674,
54,WV,1960,0.662000000476837,
54,WV,1970,0.583000004291534,
54,WV,1980,0.499000012874603,
55,WI,1940,0.944000005722046,
55,WI,1950,0.810000002384186,
55,WI,1960,0.629000008106232,
55,WI,1970,0.637000024318695,
55,WI,1980,0.505999982357025,
56,WY,1940,0.913999974727631,
56,WY,1950,0.750999987125397,
56,WY,1960,0.628000020980835,
56,WY,1980,0.490000009536743,
